"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 04 06:14:47 GMT 2023","Wed Jan 04 06:14:47 GMT 2023","308","tests","test_user","","","","test_get_login_negative[long pass-long name]",""
"passed","Wed Jan 04 06:14:12 GMT 2023","Wed Jan 04 06:14:13 GMT 2023","897","tests","test_pet","TestPets","","","test_post_update_pet_invalid_data_2[invalid_simbols-invalid_empty]","This test used parametrize fixture here, 7 tests will run.
        Finds a pet by id, if there is a pet with this id, if there is no pet,
        then creates a pet finds it by id, update this pet by wrong id and
        checks if the pet's name and status have not been updated"
"passed","Wed Jan 04 06:13:44 GMT 2023","Wed Jan 04 06:13:45 GMT 2023","912","tests","test_pet","TestPets","","","test_post_update_pet_valid_data[available]","This test used parametrize fixture here, 3 tests will run.
        Finds a pet by id, if there is a pet with this id, if there is no pet,
        then creates a pet finds it by id, update this pet by id and
        checks if the pet's name and status have been updated"
"passed","Wed Jan 04 06:13:42 GMT 2023","Wed Jan 04 06:13:42 GMT 2023","309","tests","test_pet","TestPets","","","test_get_pet_invalid_status[empty]","Parameterization is used here, 5 tests will run.
        Returns an empty list as there are no pets with that status"
"skipped","Wed Jan 04 06:14:31 GMT 2023","Wed Jan 04 06:14:32 GMT 2023","310","tests","test_user","","","","test_post_new_user_negative[very_long_name-empty]","Creates new user, verifies if the user is created"
"passed","Wed Jan 04 06:14:10 GMT 2023","Wed Jan 04 06:14:11 GMT 2023","888","tests","test_pet","TestPets","","","test_post_update_pet_invalid_data_2[invalid_negative_integer-invalid_empty]","This test used parametrize fixture here, 7 tests will run.
        Finds a pet by id, if there is a pet with this id, if there is no pet,
        then creates a pet finds it by id, update this pet by wrong id and
        checks if the pet's name and status have not been updated"
"passed","Wed Jan 04 06:13:57 GMT 2023","Wed Jan 04 06:13:57 GMT 2023","916","tests","test_pet","TestPets","","","test_post_update_pet_invalid_data[invalid_whitespace_integer-invalid_non-existent status]","This test used parametrize fixture here, 24 tests will run.
        Finds a pet by id, if there is a pet with this id, if there is no pet,
        then creates a pet finds it by id, update this pet by wrong id and
        checks if the pet's name and status have been not updated"
"passed","Wed Jan 04 06:13:51 GMT 2023","Wed Jan 04 06:13:52 GMT 2023","893","tests","test_pet","TestPets","","","test_post_update_pet_invalid_data[invalid_negative_integer-invalid_symbol]","This test used parametrize fixture here, 24 tests will run.
        Finds a pet by id, if there is a pet with this id, if there is no pet,
        then creates a pet finds it by id, update this pet by wrong id and
        checks if the pet's name and status have been not updated"
"passed","Wed Jan 04 06:14:45 GMT 2023","Wed Jan 04 06:14:45 GMT 2023","310","tests","test_user","","","","test_get_login_negative[kirill-long name]",""
"skipped","Wed Jan 04 06:14:30 GMT 2023","Wed Jan 04 06:14:30 GMT 2023","303","tests","test_user","","","","test_post_new_user_negative[simbols-string]","Creates new user, verifies if the user is created"
